Generation number, Milliseconds from start, Fitness
0,20338249,39047
1,20338258,39047
2,20338406,52522
3,20339074,52886
4,20339458,54685
5,20339863,96574
6,20340319,96574
7,20340742,96574
8,20341219,96574
9,20341681,96574
10,20342178,127453
11,20342734,127453
12,20343439,127453
13,20344020,134124
14,20344624,134124
15,20345315,142269
16,20345988,142269
17,20346654,147251
18,20347644,153245
19,20348467,174170
20,20349312,174170
21,20350192,174170
22,20351277,174170
23,20352315,183745
24,20353395,183745
25,20354519,188086
26,20355694,188086
27,20357002,188086
28,20358299,188086
29,20359689,188086
30,20361144,188922
31,20362644,204790
32,20364158,204790
33,20365820,204790
34,20367467,211493
35,20369075,211493
36,20370852,211493
37,20372567,213615
38,20374349,213615
39,20376305,213615
40,20378076,213615
41,20379957,213615
42,20381738,217348
43,20383736,217348
44,20385641,217348
45,20387500,217348
46,20389578,217348
47,20391638,217348
48,20393391,217348
49,20395511,217348
50,20397598,217348
51,20399569,217348
52,20401805,217348
53,20403818,217348
54,20405829,217348
55,20407943,219077
56,20410196,219077
57,20412320,219077
58,20414329,220033
59,20416575,220033
60,20418689,220033
61,20421044,220033
62,20422976,224049
63,20425130,224049
64,20427504,224049
65,20429885,224049
66,20432423,224049
67,20434893,225228
68,20437190,225228
69,20439691,225228
70,20441775,225228
71,20444203,225617
72,20446508,225617
73,20448728,225617
74,20450944,225786
75,20453203,225786
76,20455650,228124
77,20457937,228124
78,20460083,229108
79,20462418,229439
80,20464728,229439
81,20466917,229439
82,20469005,229439
83,20471567,229439
84,20473575,231710
85,20475986,231710
86,20478581,231710
87,20480834,231710
88,20482969,231710
89,20485594,231710
90,20488032,231710
91,20490373,231710
92,20492868,231710
93,20495058,231710
94,20497413,233533
95,20499675,233533
96,20502047,233533
97,20504546,233533
98,20506876,233533
99,20509047,233533
100,20511708,233533
101,20514197,233533
102,20516629,233575
103,20519029,233575
104,20521286,233591
105,20523685,233591
106,20526183,235448
107,20528689,235448
108,20531248,235448
109,20533507,235448
110,20535941,235851
111,20538228,235851
112,20540568,235851
113,20542995,235851
114,20545162,235851
115,20547793,235851
116,20549973,235851
117,20552478,235851
118,20555024,235851
119,20557445,235851
120,20559791,235851
121,20562375,236506
122,20564581,236506
123,20566993,236506
124,20569508,236594
125,20572071,236594
126,20574281,238511
127,20577039,238511
128,20579448,238511
129,20582070,238511
130,20584468,238511
131,20587073,238511
132,20589388,241867
133,20591724,241867
134,20594104,241867
135,20596463,241867
136,20598695,241867
137,20601337,241867
138,20603791,241867
139,20606179,241867
140,20608742,241867
141,20611438,245334
142,20613941,245334
143,20616438,245334
144,20618961,245334
145,20621364,245334
146,20624067,245334
147,20626816,245334
148,20629214,245334
149,20631661,245334
150,20634504,245334
151,20637037,245334
152,20639370,245334
153,20641750,245334
154,20644376,245334
155,20646792,245334
156,20649267,245334
157,20651915,245334
158,20654447,245334
159,20656921,245334
160,20659268,245334
161,20661897,245334
162,20664466,245334
163,20667013,245334
164,20669279,245334
165,20671585,246165
166,20674004,246165
167,20676554,246165
168,20679262,249109
169,20681642,249109
170,20684008,249109
171,20686698,249109
172,20689193,249109
173,20691815,249109
174,20694210,249109
175,20696526,249109
176,20699058,249109
177,20701564,249109
178,20704107,249109
179,20706423,249109
180,20708916,249109
181,20711018,249109
182,20713949,249151
183,20716157,249151
184,20718665,249151
185,20721034,249151
186,20723236,249151
187,20725988,249151
188,20728384,249203
189,20730865,249435
190,20733453,249435
191,20735928,249435
192,20738482,249435
193,20741044,249435
194,20743515,249492
195,20745935,249492
196,20748521,249492
197,20750921,249879
198,20753565,251397
199,20755831,252206
200,20758430,252206
201,20760960,252206
202,20763681,252206
203,20766097,252206
204,20768395,252442
205,20770737,252442
206,20773441,252442
207,20775870,252442
208,20778335,255416
209,20780958,255416
210,20783556,255416
211,20785987,255416
212,20788649,255416
213,20791180,255416
214,20793780,255416
215,20796614,255416
216,20799014,255416
217,20801670,255434
218,20804428,255434
219,20807132,255434
220,20809636,255434
221,20812306,255434
222,20814759,255434
223,20817369,255434
224,20820069,255434
225,20822633,255434
226,20825291,255434
227,20827695,255434
228,20830332,255434
229,20832819,255434
230,20835376,255434
231,20838159,256055
232,20840746,256055
233,20843287,256055
234,20846071,256055
235,20848653,256055
236,20851380,258162
237,20854033,258162
238,20856646,258162
239,20859277,258162
240,20862017,258162
241,20864491,258162
242,20867217,258162
243,20869634,258162
244,20872576,258162
245,20875306,258162
246,20878000,258162
247,20880570,258486
248,20883047,258486
249,20885745,258486
250,20888337,258486
251,20890940,258486
252,20893777,258486
253,20896354,258486
254,20899449,258486
255,20902073,258486
256,20904875,259805
257,20907762,259805
258,20910573,259805
259,20913588,259805
260,20916411,261139
261,20919068,261139
262,20921716,261139
263,20924388,261139
264,20927360,261139
265,20929957,261139
266,20932954,261139
267,20935803,261139
268,20938480,261162
269,20941270,261162
270,20943971,261162
271,20946879,261162
272,20949409,261162
273,20952055,261162
274,20954811,261162
275,20957605,261401
276,20960173,261931
277,20962742,262479
278,20965863,262479
279,20968722,262479
280,20971421,262479
281,20974303,262479
282,20977271,262479
283,20980045,262479
284,20982768,262703
285,20985433,262703
286,20988252,262703
287,20991215,264255
288,20994159,264255
289,20996725,264255
290,20999606,264255
291,21002144,264315
292,21005080,264315
293,21007808,264977
294,21010641,265538
295,21013294,265538
296,21016210,266270
297,21019121,266270
298,21021793,266270
299,21024322,266270
300,21027305,266270
301,21030380,266270
302,21033371,266270
303,21036119,266402
304,21038797,266402
305,21041660,266402
306,21044641,266402
307,21047209,266402
308,21050097,267540
309,21052981,267607
310,21055793,267607
311,21059030,268540
