Generation number, Milliseconds from start, Fitness
0,42509219,133860
1,42509271,133860
2,42511237,225871
3,42515749,225871
4,42519015,283129
5,42522820,288065
6,42526696,289780
7,42531127,319176
8,42535523,319285
9,42541083,321125
10,42546371,323455
11,42551658,323455
12,42557535,323539
13,42563970,323539
14,42570072,325636
15,42576582,325636
16,42585357,325636
17,42592389,325636
18,42600802,325636
19,42608763,325636
20,42617140,325825
21,42626544,325825
22,42636387,325825
23,42645408,325825
24,42655164,325825
25,42663964,325825
26,42673858,326271
27,42684095,326271
28,42693799,326271
29,42701968,326271
30,42711245,326271
31,42720428,326470
32,42731100,326470
33,42739289,326470
34,42749503,326470
35,42759033,326470
36,42768989,326470
37,42778851,326470
38,42787997,326470
39,42799311,326470
40,42809228,326932
41,42817642,327443
42,42827721,327443
43,42836227,327443
44,42845426,327443
45,42854402,327443
46,42864482,327443
47,42874159,327507
48,42883706,327507
49,42895223,327988
50,42903621,327988
51,42913139,327988
52,42921959,327988
53,42932543,327988
54,42941704,329049
55,42951388,329049
56,42960192,329049
57,42969784,329049
58,42978540,329049
59,42988012,329049
60,42998425,329049
61,43007569,329049
62,43017318,329049
63,43026683,329049
64,43036451,329049
65,43045565,329049
66,43055427,329049
67,43065848,329189
68,43074909,329189
69,43084553,329189
70,43093832,329189
71,43103914,329189
72,43112809,329189
73,43121810,329189
74,43130899,329189
75,43141752,329189
76,43149743,329189
77,43159210,329189
78,43170687,329189
79,43179696,329189
80,43188691,329189
81,43197827,329189
82,43208363,329189
83,43217040,329189
84,43226809,329189
85,43235463,329189
86,43245376,329189
87,43254263,329189
88,43264282,329189
89,43274606,329189
90,43284154,330198
91,43293305,330198
92,43302523,330198
93,43313138,330198
94,43322061,330198
95,43331458,330198
96,43340718,330198
97,43351043,330198
98,43360365,330198
99,43369716,330198
100,43379290,330198
101,43388471,330198
102,43397382,330810
103,43407020,330810
104,43416927,330810
105,43425599,330810
106,43436285,330810
107,43446329,330810
108,43454530,330810
109,43463343,330810
110,43472923,330810
111,43483420,330810
112,43492082,330810
113,43501649,330810
114,43511121,330810
115,43522086,330810
116,43530934,332152
117,43540637,332152
118,43550761,332152
119,43558963,332152
120,43568398,332152
121,43577496,332152
122,43588557,332152
123,43597147,332152
124,43605939,332152
125,43615469,332152
126,43625930,332152
127,43634232,332152
128,43644425,332152
129,43654005,332152
130,43663851,332152
131,43673223,332152
132,43682823,332152
133,43693076,332152
134,43701577,332152
135,43711402,332152
136,43721480,332152
137,43731028,332152
138,43740078,332152
139,43748409,332152
140,43758688,332152
141,43767781,332152
142,43777068,332152
143,43785631,332152
144,43795409,332152
145,43804724,332152
146,43813410,332152
147,43822496,332152
148,43832725,332152
149,43841763,332152
150,43850737,332152
151,43861133,332152
152,43869818,332157
153,43879453,332157
154,43887915,332157
155,43897322,332157
156,43906829,332157
157,43915378,332157
158,43925637,332157
159,43934926,332157
160,43944033,332157
161,43953420,332157
162,43963981,332353
163,43972789,332353
164,43981531,332353
165,43991391,333181
166,44001361,333181
167,44010979,333181
168,44019704,333181
169,44029754,333181
170,44037924,333181
171,44047331,333181
172,44056560,333181
173,44067017,333181
174,44075591,333181
175,44085945,333181
176,44095844,333181
177,44104772,333181
178,44114093,333181
179,44123928,333181
180,44133054,333181
181,44142802,333181
182,44152648,333181
183,44162591,333181
184,44172108,333181
185,44181493,333181
186,44190344,333181
187,44200867,333181
188,44210041,333181
189,44218970,333181
190,44229674,333181
191,44238565,333181
192,44246965,333181
193,44256232,333181
194,44266897,333181
195,44276260,333181
196,44285309,333181
197,44296018,333181
198,44305389,333181
199,44314100,333181
200,44323166,333181
201,44333214,333181
202,44342863,333181
203,44352661,333181
204,44360795,333181
205,44371784,333181
206,44380446,333460
207,44390385,333460
208,44401137,333460
209,44409756,333460
210,44418329,333460
211,44428211,333460
212,44438846,333632
213,44447454,333632
214,44457387,333632
215,44466864,333632
216,44475827,333688
217,44484057,333688
218,44493720,333688
219,44504224,333688
220,44513131,333688
221,44522716,333744
222,44532989,333744
223,44541739,333744
224,44551987,333744
225,44561007,333744
226,44571592,333744
227,44580311,333744
228,44589439,333847
229,44599212,333847
230,44608352,333905
231,44617027,333905
232,44626413,333905
233,44636843,333905
234,44645824,334169
235,44655435,334169
236,44665050,334169
237,44674261,334169
238,44683828,334169
239,44693843,334169
240,44703361,334169
241,44712980,334569
242,44722063,334569
243,44731995,334569
244,44741980,334569
245,44751366,334569
246,44761707,334569
247,44771952,334569
248,44780010,334569
249,44790006,334569
250,44798872,334569
251,44809093,334775
252,44818298,334890
253,44827107,334890
254,44837070,335049
255,44846824,335049
256,44856117,335049
257,44865250,335049
258,44875348,335049
259,44883789,335049
260,44892505,335049
261,44902166,335049
262,44912976,335049
263,44922163,335049
264,44932068,335049
265,44941664,335049
266,44951482,335049
267,44960488,335049
268,44969522,335049
269,44980022,335290
270,44989136,335290
271,44998405,335290
272,45008574,335290
273,45017914,335290
274,45027274,335290
275,45035366,335290
276,45046591,335290
277,45055568,335994
278,45064846,335994
279,45075352,335994
280,45083649,335994
281,45093865,335994
282,45102603,335994
283,45113357,335994
284,45122108,335994
285,45132048,335994
286,45141535,336110
287,45152565,336158
288,45161081,336162
289,45169911,336162
290,45180233,336162
291,45189741,336162
292,45199303,336162
293,45208432,336197
294,45218437,336197
