Generation number, Milliseconds from start, Fitness
0,196270,35694
1,198582,54774
2,200735,81330
3,203239,93371
4,206022,95418
5,209091,104347
6,212245,139978
7,216218,139978
8,220348,146895
9,224982,164459
10,230408,169047
11,236643,169047
12,243533,176981
13,251069,189502
14,258951,195716
15,267775,195716
