Generation number, Milliseconds from start, Fitness
0,8224543,132917
1,8246818,223544
2,8269006,307063
3,8294125,320895
4,8322281,323990
5,8354005,323990
6,8389256,323990
7,8429443,324007
8,8472382,324853
9,8517392,325273
10,8563171,325273
11,8610702,325732
12,8658853,325732
13,8705856,325990
14,8753576,326060
15,8803233,326060
16,8851055,326618
17,8899111,326618
18,8947387,327419
19,8995590,327419
20,9043229,327419
21,9092312,328110
22,9139490,328110
23,9188377,328110
24,9236479,328110
25,9284367,328110
26,9332848,328392
27,9379356,329616
28,9429865,329616
29,9478886,329616
30,9527997,329616
31,9575838,330773
32,9622963,330773
33,9671008,330773
34,9717950,330773
35,9764575,330773
36,9815729,330773
37,9865645,330773
38,9912105,330773
39,9962038,330773
40,10010099,331303
41,10059058,332395
42,10107252,332395
43,10156731,332395
44,10205266,332395
45,10255138,332395
46,10304603,332395
47,10355743,332395
48,10404165,332474
49,10452889,332474
50,10501026,332474
51,10549447,332474
52,10597047,332474
53,10646084,332790
54,10691233,332790
55,10740375,332790
56,10786128,332817
57,10835106,332817
58,10882978,332817
59,10930757,332817
60,10978209,333968
